36869654;1647949154;428672187;
36869654;428672187;3573222509;
36869654;3573222509;428672186;
36869654;428672186;1647949114;
36869654;1647949114;1731171405;
36869654;1731171405;428672168;
37221659;4496229648;4496229647;
37221659;4496229647;4496229646;
37221659;4496229646;4496229645;
37221659;4496229645;4412388801;
37221659;4412388801;444058671;
37221659;444058671;4494941548;
37221659;4494941548;4493046298;
37221659;4493046298;4412388800;
37221659;4412388800;4493046299;
37221659;4493046299;444058670;
37221659;444058670;4496229644;
37221659;4496229644;444058669;
37221659;444058669;4496229643;
37221659;4496229643;4412388799;
37221659;4412388799;444058668;
37221659;444058668;1650259080;
37221659;1650259080;1650259125;
37857900;444058615;4494941546;
37857900;4494941546;4492973975;
37857900;4492973975;444058606;
37857902;444058607;4492973968;
37857902;4492973968;444058624;
37857902;444058624;4492973969;
37857902;4492973969;4492973967;
37857902;4492973967;444058621;
37857903;444058624;4492973965;
37857903;4492973965;4492973964;
37857903;4492973964;444058617;
37857904;444058625;3553955585;
37857904;3553955585;3553955578;
37857904;3553955578;3553741637;
37857904;3553741637;444058627;
37857904;444058627;3553955588;
37857904;3553955588;3553955579;
37857904;3553955579;3553955574;
37857904;3553955574;3553741635;
37857907;3553678196;444058634;
37857914;444058668;444058673;
37857914;444058673;444058674;
37857914;444058674;444058675;
37857914;444058675;4422128049;
37857914;4422128049;4493046300;
37857914;4493046300;4541171619;
37857914;4541171619;4541171610;
37857915;444058684;4412388679;
37857915;4412388679;4412488942;
37857915;4412488942;444058686;
37857916;444058687;4492973955;
37857916;4492973955;445353648;
37857916;445353648;1650427286;
37857916;1650427286;4412388791;
37857916;4412388791;444058690;
37857916;444058690;4412388790;
37857916;4412388790;444058691;
37857916;444058691;4419094418;
37857916;4419094418;3573222506;
37857916;3573222506;1647949105;
37857916;1647949105;4412388686;
37857916;4412388686;4492974749;
37857916;4492974749;444058728;
37857916;444058728;444058686;
37857916;444058686;4492974813;
37857916;4492974813;444058704;
37857916;444058704;4492974812;
37857916;4492974812;444058706;
37857916;444058706;4562008487;
37857916;4562008487;4562008488;
37857916;4562008488;4562008789;
37857916;4562008789;444058710;
37857917;444058680;4492974744;
37857917;4492974744;444058712;
37857918;444058718;444058710;
37857919;444058720;444058724;
37857919;444058724;4412388789;
37857919;4412388789;444058726;
37857919;444058726;4492974810;
37857919;4492974810;4492974809;
37857919;4492974809;4422128037;
37857919;4422128037;4492974808;
37857919;4492974808;4412467935;
37857919;4412467935;4541171610;
37857920;444058728;4492974750;
37857920;4492974750;444058730;
37857921;444058732;444058730;
37857922;444058732;4492974814;
37857922;4492974814;3573222501;
37857922;3573222501;4411479459;
37857922;4411479459;4492973956;
37857922;4492973956;444058742;
37857924;428672165;3553955587;
37857924;3553955587;3553796518;
37857924;3553796518;444058625;
37857924;444058625;4492973957;
37857924;4492973957;444058744;
37857971;444060328;4492974874;
37857971;4492974874;4492974875;
37857971;4492974875;444060329;
37857971;444060329;3499996603;
37857971;3499996603;444060331;
37917560;445053693;4492974791;
37917560;4492974791;445053725;
37917560;445053725;445053726;
37917560;445053726;445053727;
37918100;4411559245;4411559246;
37918100;4411559246;4411559247;
37918100;4411559247;444058720;
37918100;444058720;4541171621;
37918100;4541171621;445061042;
37918100;445061042;4411559236;
37918100;4411559236;4411559237;
37918100;4411559237;4411559238;
37918100;4411559238;444058718;
37918100;444058718;1731171358;
37918100;1731171358;445061057;
37918100;445061057;444058716;
37918100;444058716;4411559239;
37918100;4411559239;4411559240;
37918100;4411559240;4411559241;
37918100;4411559241;4411559242;
37918100;4411559242;4411559243;
37918100;4411559243;4411559244;
37918100;4411559244;444058712;
37918100;444058712;445061052;
37918100;445061052;4411559245;
37918101;4412388688;445061067;
37918101;445061067;4422128036;
37918101;4422128036;445061071;
37918101;445061071;445061073;
37918101;445061073;445061076;
37918101;445061076;4493046312;
37918101;4493046312;445061077;
37918101;445061077;4493046311;
37918101;4493046311;445061081;
37918101;445061081;4422128045;
37918101;4422128045;445061082;
37918101;445061082;4412467936;
37918101;4412467936;445061085;
37931989;428672169;445353619;
37931989;445353619;445353621;
37931989;445353621;4614333891;
37931989;4614333891;4614333890;
37931989;4614333890;1710256539;
37931989;1710256539;1710256541;
37931989;1710256541;1710256532;
37931994;445353645;445353646;
37931994;445353646;445353647;
37931994;445353647;3553847596;
37931994;3553847596;444058628;
105400549;3553872993;3553778914;
105400549;3553778914;445353536;
151953132;1647949082;4541171623;
151953132;4541171623;4541171622;
151953132;4541171622;4541171627;
151953132;4541171627;1728072258;
151953132;1728072258;4541171628;
151953132;4541171628;4494941540;
151953132;4494941540;4541171624;
151953132;4541171624;4494941541;
151953132;4494941541;4541171625;
151953132;4541171625;269567438;
151953134;4412388789;4412388688;
151953134;4412388688;1647949084;
151953144;1647949083;4494941544;
151953144;4494941544;4494941543;
151953144;4494941543;4541171626;
151953144;4541171626;4494941542;
151953144;4494941542;1647949082;
152189721;1650259140;4492974796;
152189721;4492974796;1650259113;
152189722;444058676;4541171601;
152189722;4541171601;1650259063;
152189722;1650259063;4492974802;
152189722;4492974802;1650259165;
152189722;1650259165;444060331;
152189722;444060331;4492974801;
152189722;4492974801;444060332;
152189722;444060332;1650259070;
152189722;1650259070;3499996594;
152189722;3499996594;4492974800;
152189722;4492974800;1650259106;
152189723;1650259102;1650259156;
152189723;1650259156;4492974739;
152189723;4492974739;4492974740;
152189723;4492974740;1650259122;
152189723;1650259122;3573222465;
152189724;1650259070;1650259044;
152189724;1650259044;1650259159;
152189728;1650259112;3499996597;
152189728;3499996597;3499996596;
152189728;3499996596;2512124591;
152189728;2512124591;3499996595;
152189728;3499996595;4492974798;
152189728;4492974798;4494941228;
152189728;4494941228;4492974799;
152189728;4492974799;1650259058;
152189729;1650259158;3499996598;
152189729;3499996598;3499996599;
152189729;3499996599;4494941229;
152189733;1650259146;1650259096;
152189733;1650259096;1650259121;
152189733;1650259121;1650259133;
152189733;1650259133;3499996602;
152189733;3499996602;1650259112;
152189733;1650259112;1650259104;
152189733;1650259104;1650259074;
152189733;1650259074;1650259116;
152189733;1650259116;1650259043;
152189733;1650259043;3499996600;
152189733;3499996600;1650259158;
152189733;1650259158;1650259134;
152189733;1650259134;1650259151;
152189733;1650259151;1650259114;
152189733;1650259114;1650259138;
152189733;1650259138;1650259083;
152189733;1650259083;1650259087;
152189733;1650259087;3499996601;
152189733;3499996601;1650259113;
152189733;1650259113;1650259146;
152255021;1650812905;1731171300;
152255021;1731171300;4492973981;
152255021;4492973981;1650812927;
152321089;1651479413;1651479409;
152321089;1651479409;1651479419;
152342249;444058732;4492974751;
152342249;4492974751;1647949108;
152342249;1647949108;444058734;
152342251;444058730;269567441;
160766810;1728072512;1728072520;
160766810;1728072520;1728072523;
160766810;1728072523;130213684;
160766810;130213684;1728072525;
160766810;1728072525;1728072529;
160766810;1728072529;1728072534;
160766810;1728072534;1728072539;
160766810;1728072539;1728072543;
160766810;1728072543;1728072568;
161124137;1731171357;3553705575;
161124137;3553705575;1731171361;
161124137;1731171361;444058630;
161124171;1731171379;3553678456;
161124171;3553678456;1731171367;
161124171;1731171367;1731171364;
161124240;1731171325;1731171324;
161124240;1731171324;1654268289;
161124240;1654268289;1731171309;
161124240;1731171309;1731171307;
161124263;444058632;3553955591;
161124263;3553955591;1731171384;
161124263;1731171384;3553676217;
161124263;3553676217;3553669075;
161124263;3553669075;3553627543;
161124263;3553627543;1731171379;
161124263;1731171379;3553678196;
161124273;1731171338;1731171340;
161124273;1731171340;1731171339;
161124273;1731171339;3554456872;
161124273;3554456872;1731171333;
161124273;1731171333;1731171332;
161124273;1731171332;1650812945;
161124278;3553872993;3553796945;
161124278;3553796945;3553823873;
161124278;3553823873;3553823872;
181594766;1650812927;4492973977;
181594766;4492973977;4492973976;
181594766;4492973976;444058606;
210673562;1103464865;4492974839;
210673562;4492974839;4422205989;
210673562;4422205989;4492974840;
210673562;4492974840;269566454;
210673562;269566454;4492974711;
210673562;4492974711;1696370795;
210673562;1696370795;444041624;
210673562;444041624;4492974841;
210673562;4492974841;4492974842;
210673562;4492974842;269567421;
210673562;269567421;4422206019;
210673562;4422206019;4492974713;
210673562;4492974713;269567423;
210673562;269567423;4492974843;
210673562;4492974843;445028185;
210673562;445028185;1920047167;
210673562;1920047167;1728071462;
210673562;1728071462;4492974844;
210673562;4492974844;269567425;
210673562;269567425;4492974845;
210673562;4492974845;4420934368;
210673562;4420934368;444041608;
210673562;444041608;4492974846;
210673562;4492974846;4492974847;
210673562;4492974847;269567427;
210673562;269567427;4492974848;
210673562;4492974848;269567429;
210673562;269567429;4408373553;
210673562;4408373553;269567431;
210673562;269567431;269567433;
210673562;269567433;4562008815;
210673562;4562008815;269567434;
210673562;269567434;4492974825;
210673562;4492974825;269567435;
210673562;269567435;4492974850;
210673562;4492974850;4492974849;
210673562;4492974849;3122349593;
210673562;3122349593;4492974851;
210673562;4492974851;1650259148;
210673562;1650259148;4492974853;
210673562;4492974853;269567436;
210673562;269567436;4492974852;
210673562;4492974852;4412468323;
210673562;4412468323;269567437;
210673562;269567437;4492974856;
210673562;4492974856;1731171307;
210673562;1731171307;1731171325;
210673562;1731171325;4492974857;
210673562;4492974857;4496229648;
210673562;4496229648;4496229649;
210673562;4496229649;444058614;
210673562;444058614;4492974858;
210673562;4492974858;4492974859;
210673562;4492974859;269567438;
210673562;269567438;444058615;
210673562;444058615;1647949083;
210673562;1647949083;4492974860;
210673562;4492974860;269567439;
210673562;269567439;269567440;
210673562;269567440;444058750;
210673562;444058750;4492974861;
210673562;4492974861;1728072334;
210673562;1728072334;4492974862;
210673562;4492974862;4492974823;
210673562;4492974823;269567441;
210673562;269567441;444058742;
210673562;444058742;269567443;
210673562;269567443;4492974822;
210673562;4492974822;4492974863;
210673562;4492974863;269567444;
210673562;269567444;1647949110;
210673562;1647949110;269567445;
210673562;269567445;4422206024;
210673562;4422206024;1738392403;
210673562;1738392403;4422206025;
210673562;4422206025;1738392435;
210673562;1738392435;1651648727;
210673562;1651648727;1651648715;
210673562;1651648715;269567447;
210673562;269567447;428672191;
210673562;428672191;4422206026;
210673562;4422206026;4413322399;
210673562;4413322399;1696378885;
210674709;436639184;4493046014;
210674709;4493046014;4493046015;
210674709;4493046015;436639185;
210674709;436639185;4493046016;
